character_name,traits,category
Philip Baker Hall,"['is_male', 'is_actor']",Acting
Ahu Türkpençe,"['is_female', 'is_actor']",Acting
Valérie Kaprisky,"['is_female', 'is_actor']",Acting
Belinda Lang,"['is_female', 'is_actor']",Acting
Mason Gamble,"['is_male', 'is_actor']",Acting
Merle Kennedy,"['is_female', 'is_actor']",Acting
Rachael Stirling,"['is_female', 'is_actor']",Acting
Tyler Jon Olson,"['is_male', 'is_actor']",Acting
Ryu Kyung-soo,"['is_male', 'is_actor']",Acting
Frances Turner,"['is_female', 'is_actor']",Acting
Mike Faist,"['is_male', 'is_actor']",Acting
Pierre Coffin,"['is_male', 'is_actor']",Acting
Roel Reiné,"['is_male', 'is_director']",Directing
Jean Gabin,"['is_male', 'is_actor']",Acting
Frank Blake,['is_actor'],Acting
Suzu Hirose,"['is_female', 'is_actor']",Acting
Tinatin Dalakishvili,"['is_female', 'is_actor']",Acting
Steve Valentine,"['is_male', 'is_actor']",Acting
Jung Hyeon-jun,"['is_male', 'is_actor']",Acting
María José Weigel,"['is_female', 'is_actor']",Acting
Alisha Newton,"['is_female', 'is_actor']",Acting
Cary Grant,"['is_male', 'is_actor']",Acting
Wang Bo-chieh,"['is_male', 'is_actor']",Acting
Ne-Yo,"['is_male', 'is_actor']",Acting
Kim Shin-rok,"['is_female', 'is_actor']",Acting
Derek Luke,"['is_male', 'is_actor']",Acting
Rod Serling,"['is_male', 'is_writer']",Writing
Adam Robert Worton,['is_actor'],Acting
Choi Jin-hyuk,"['is_male', 'is_actor']",Acting
Jeong Man-sik,"['is_male', 'is_actor']",Acting
'Weird Al' Yankovic,"['is_male', 'is_actor']",Acting
Tanja Wedhorn,"['is_female', 'is_actor']",Acting
Riza Kocaoğlu,"['is_male', 'is_actor']",Acting
Coolio,"['is_male', 'is_actor']",Acting
Armin Shimerman,"['is_male', 'is_actor']",Acting
Dong Zijian,"['is_male', 'is_actor']",Acting
Florence Pernel,"['is_female', 'is_actor']",Acting
Margit Evelyn Newton,"['is_female', 'is_actor']",Acting
Brian Baumgartner,"['is_male', 'is_actor']",Acting
John Shea,"['is_male', 'is_actor']",Acting
Felicity Kendal,"['is_female', 'is_actor']",Acting
Hristo Shopov,"['is_male', 'is_actor']",Acting
Park Se-hyun,"['is_female', 'is_actor']",Acting
Riley Stearns,"['is_male', 'is_director']",Directing
Corbin Bernsen,"['is_male', 'is_actor']",Acting
Andy Bean,"['is_male', 'is_actor']",Acting
Amanda Detmer,"['is_female', 'is_actor']",Acting
Jesse Bradford,"['is_male', 'is_actor']",Acting
Stephanie Szostak,"['is_female', 'is_actor']",Acting
Reinhard Forcher,"['is_male', 'is_actor']",Acting
Carmela Stein,"['is_female', 'is_actor']",Acting
Ko Shibasaki,"['is_female', 'is_actor']",Acting
Kiara Advani,"['is_female', 'is_actor']",Acting
Mira Furlan,"['is_female', 'is_actor']",Acting
Tamala Jones,"['is_female', 'is_actor']",Acting
Nichole Hiltz,"['is_female', 'is_actor']",Acting
Penny Balfour,"['is_female', 'is_actor']",Acting
Lee Se-hee,"['is_female', 'is_actor']",Acting
Humberly Gonzalez,"['is_female', 'is_actor']",Acting
Tracy Morgan,"['is_male', 'is_actor']",Acting
Lennie James,"['is_male', 'is_actor']",Acting
Melanie Scrofano,"['is_female', 'is_actor']",Acting
Melody Kay,"['is_female', 'is_actor']",Acting
Lou Ferrigno,"['is_male', 'is_actor']",Acting
Capucine,"['is_female', 'is_actor']",Acting
Valerie French,"['is_female', 'is_actor']",Acting
Joss Ackland,"['is_male', 'is_actor']",Acting
Virginia Mayo,"['is_female', 'is_actor']",Acting
Bragi Schut,['is_writer'],Writing
İpek Filiz Yazıcı,"['is_female', 'is_actor']",Acting
Jorja Fox,"['is_female', 'is_actor']",Acting
Brittany Underwood,"['is_female', 'is_actor']",Acting
Nesta Cooper,"['is_female', 'is_actor']",Acting
Robert Wisdom,"['is_male', 'is_actor']",Acting
Ryusei Yokohama,"['is_male', 'is_actor']",Acting
Anna Madeley,"['is_female', 'is_actor']",Acting
Malachi Barton,"['is_male', 'is_actor']",Acting
Xiaoming Huang,"['is_male', 'is_actor']",Acting
Michael Rady,"['is_male', 'is_actor']",Acting
Banu Alkan,"['is_female', 'is_actor']",Acting
Elizabeth Bowen,"['is_female', 'is_actor']",Acting
Sofia Wylie,"['is_female', 'is_actor']",Acting
Sarah Stouffer,"['is_female', 'is_actor']",Acting
Jang Hee-jin,"['is_female', 'is_actor']",Acting
Alice Englert,"['is_female', 'is_actor']",Acting
John Bellucci,"['is_male', 'is_writer']",Writing
Uğur Aslan,"['is_male', 'is_actor']",Acting
David Koechner,"['is_male', 'is_actor']",Acting
Isabela Souza,"['is_female', 'is_actor']",Acting
Hio Miyazawa,"['is_male', 'is_actor']",Acting
Jonathan Kite,"['is_male', 'is_actor']",Acting
Joyce Mandel,"['is_female', 'is_actor']",Acting
Yeon Sang-ho,"['is_male', 'is_director']",Directing
Kelly Carlson,"['is_female', 'is_actor']",Acting
Michael Gough,"['is_male', 'is_actor']",Acting
Cynthia Senek,"['is_female', 'is_actor']",Acting
Shino Shimoji,"['is_female', 'is_actor']",Acting
Michael Mosley,"['is_male', 'is_actor']",Acting
Wu Xiubo,"['is_male', 'is_actor']",Acting
Chantal Craig,"['is_female', 'is_actor']",Acting
Xu Minghao,"['is_male', 'is_actor']",Acting
Ruairi O'Connor,"['is_male', 'is_actor']",Acting
Carolina Sala,"['is_female', 'is_actor']",Acting
Michael Zegen,"['is_male', 'is_actor']",Acting
Mel Ferrer,"['is_male', 'is_actor']",Acting
Olga Zaytseva,"['is_female', 'is_actor']",Acting
Ray Charles,"['is_male', 'is_actor']",Acting
Owen Vaccaro,"['is_male', 'is_actor']",Acting
Salvatore Esposito,"['is_male', 'is_actor']",Acting
Lamont Johnson,"['is_male', 'is_actor']",Acting
Phyllis Kirk,"['is_female', 'is_actor']",Acting
Brian Tyler,"['is_male', 'is_musician']",Sound
Justin Prentice,"['is_male', 'is_actor']",Acting
Bob Morley,"['is_male', 'is_actor']",Acting
Quinn Lord,"['is_male', 'is_actor']",Acting
Courtney Fansler,['is_actor'],Acting
Mayim Bialik,"['is_female', 'is_actor']",Acting
Niecy Nash,"['is_female', 'is_actor']",Acting
Derek Jacobi,"['is_male', 'is_actor']",Acting
Ellie Haddington,"['is_female', 'is_actor']",Acting
H.P. Lovecraft,"['is_male', 'is_writer']",Writing
Jacqueline Scott,"['is_female', 'is_actor']",Acting
Li Qin,"['is_female', 'is_actor']",Acting
Langley Kirkwood,"['is_male', 'is_actor']",Acting
Lisa Chandler,"['is_female', 'is_actor']",Acting
Gwei Lun-mei,"['is_female', 'is_actor']",Acting
Ikki Sawamura,"['is_male', 'is_actor']",Acting
Nora Fatehi,"['is_female', 'is_actor']",Acting
Lee Sung-min,"['is_male', 'is_actor']",Acting
Alyssa Diaz,"['is_female', 'is_actor']",Acting
Michelle Gomez,"['is_female', 'is_actor']",Acting
Kelly Sheridan,"['is_female', 'is_actor']",Acting
Rick Moranis,"['is_male', 'is_actor']",Acting
Kenshi Okada,"['is_male', 'is_actor']",Acting
Kym Malin,"['is_female', 'is_actor']",Acting
Aleks Paunovic,"['is_male', 'is_actor']",Acting
William Schallert,"['is_male', 'is_actor']",Acting
Rojda Demirer,"['is_female', 'is_actor']",Acting
Gloria Stuart,"['is_female', 'is_actor']",Acting
Amber Sienna,"['is_female', 'is_actor']",Acting
Fujiko Kojima,"['is_female', 'is_actor']",Acting
Kinsey Wolanski,"['is_female', 'is_actor']",Acting
Kang Min-ah,"['is_female', 'is_actor']",Acting
Zheng Hehuizi,"['is_female', 'is_actor']",Acting
Karry Wang,"['is_male', 'is_actor']",Acting
Linda Cristal,"['is_female', 'is_actor']",Acting
Craig Bierko,"['is_male', 'is_actor']",Acting
Fay Wray,"['is_female', 'is_actor']",Acting
Emmy Raver-Lampman,"['is_female', 'is_actor']",Acting
Levy Tran,"['is_female', 'is_actor']",Acting
Charles Martin Smith,"['is_male', 'is_actor']",Acting
Barney Harris,"['is_male', 'is_actor']",Acting
Hiroya Shimizu,"['is_male', 'is_actor']",Acting
Toshirō Mifune,"['is_male', 'is_actor']",Acting
Pili Groyne,"['is_female', 'is_actor']",Acting
Erika Toda,"['is_female', 'is_actor']",Acting
Sibelle Hu,"['is_female', 'is_actor']",Acting
Hung Yan Siang,['is_actor'],Acting
Billy Wilder,"['is_male', 'is_director']",Directing
Lee Kyung-young,"['is_male', 'is_actor']",Acting
Gary Daniels,"['is_male', 'is_actor']",Acting
Bruce Bundy,"['is_female', 'is_actor']",Acting
Garrett Hedlund,"['is_male', 'is_actor']",Acting
Matt Jones,"['is_male', 'is_actor']",Acting
Wayne Brady,"['is_male', 'is_actor']",Acting
Kathy Burke,"['is_female', 'is_actor']",Acting
Lee Yo-won,"['is_female', 'is_actor']",Acting
Lisa-Marie Koroll,"['is_female', 'is_actor']",Acting
Alastair Duncan,"['is_male', 'is_actor']",Acting
Yuri Murakami,"['is_female', 'is_actor']",Acting
Peppino Mazzotta,"['is_male', 'is_actor']",Acting
Therese Bradley,"['is_female', 'is_actor']",Acting
Chandler Canterbury,"['is_male', 'is_actor']",Acting
Ian McNeice,"['is_male', 'is_actor']",Acting
Brett Baxter Clark,"['is_male', 'is_actor']",Acting
Rachel Dratch,"['is_female', 'is_actor']",Acting
Al Lettieri,"['is_male', 'is_actor']",Acting
Katrine Greis-Rosenthal,"['is_female', 'is_actor']",Acting
Sarah Patterson,"['is_female', 'is_actor']",Acting
Shareeka Epps,"['is_female', 'is_actor']",Acting
Jerry Paris,"['is_male', 'is_actor']",Acting
Klara Kristin,"['is_female', 'is_actor']",Acting
Nigel Stock,"['is_male', 'is_actor']",Acting
Elisabeth Harnois,"['is_female', 'is_actor']",Acting
Amy Heckerling,"['is_female', 'is_director']",Directing
Lee Seung-chae,"['is_female', 'is_actor']",Acting
Grace Victoria Cox,"['is_female', 'is_actor']",Acting
Lisa Marie Newmyer,"['is_female', 'is_actor']",Acting
Kate Miner,"['is_female', 'is_actor']",Acting
Michael Greyeyes,"['is_male', 'is_actor']",Acting
Bárbara Mori,"['is_female', 'is_actor']",Acting
Kwon Hwa-woon,"['is_male', 'is_actor']",Acting
Laurence Arné,"['is_female', 'is_actor']",Acting
Corey Stoll,"['is_male', 'is_actor']",Acting
Mariya Shumakova,"['is_female', 'is_actor']",Acting
Smith Cho,"['is_female', 'is_actor']",Acting
Shizuka Itoh,"['is_female', 'is_actor']",Acting
Óscar Jaenada,"['is_male', 'is_actor']",Acting
Wolf Kahler,"['is_male', 'is_actor']",Acting
Miwako Kakei,"['is_female', 'is_actor']",Acting
Finn Wittrock,"['is_male', 'is_actor']",Acting
Wipawee Charoenpura,"['is_female', 'is_actor']",Acting
Sung-Hi Lee,"['is_female', 'is_actor']",Acting
Stephany Sexton,"['is_female', 'is_actor']",Acting
Sally Bretton,"['is_female', 'is_actor']",Acting
Deep Roy,"['is_male', 'is_actor']",Acting
Rod Steiger,"['is_male', 'is_actor']",Acting
Toprak Sağlam,"['is_female', 'is_actor']",Acting
Hikaru Wakana,"['is_female', 'is_actor']",Acting
María Isabel Díaz Lago,"['is_female', 'is_actor']",Acting
Şahan Gökbakar,"['is_male', 'is_actor']",Acting
Don Stroud,"['is_male', 'is_actor']",Acting
Adepero Oduye,"['is_female', 'is_actor']",Acting
Togo Igawa,"['is_male', 'is_actor']",Acting
Brendan Coyle,"['is_male', 'is_actor']",Acting
Nolan North,"['is_male', 'is_actor']",Acting
Laurence Mason,"['is_male', 'is_actor']",Acting
Olivia Bonamy,"['is_female', 'is_actor']",Acting
Vernon Wells,"['is_male', 'is_actor']",Acting
Claudette Mink,"['is_female', 'is_actor']",Acting
Bernie Pock,"['is_male', 'is_actor']",Acting
Luca Argentero,"['is_male', 'is_actor']",Acting
Hideaki Anno,"['is_male', 'is_director']",Directing
Paulina Goto,"['is_female', 'is_actor']",Acting
Marion Ramsey,"['is_female', 'is_actor']",Acting
Norman Chui,"['is_male', 'is_actor']",Acting
Fred Armisen,"['is_male', 'is_actor']",Acting
James Best,"['is_male', 'is_actor']",Acting
James Franciscus,"['is_male', 'is_actor']",Acting
Glenn Ficarra,"['is_male', 'is_writer']",Writing
Andrea Bowen,"['is_female', 'is_actor']",Acting
Gabriel Leone,"['is_male', 'is_actor']",Acting
Jordan Calloway,"['is_male', 'is_actor']",Acting
Lakeith Stanfield,"['is_male', 'is_actor']",Acting
Yoko Soumi,"['is_female', 'is_actor']",Acting
Tammy Macintosh,"['is_female', 'is_actor']",Acting
Im Chang-jung,"['is_male', 'is_actor']",Acting
Kim Kwang-kyu,"['is_male', 'is_actor']",Acting
Alex Fong,"['is_male', 'is_actor']",Acting
Lash Huffman,"['is_male', 'is_actor']",Acting
Robert Maillet,"['is_male', 'is_actor']",Acting
Candi Milo,"['is_female', 'is_actor']",Acting
Andrea Pedrero,"['is_female', 'is_actor']",Acting
Anson Boon,"['is_male', 'is_actor']",Acting
Lee Felix,"['is_male', 'is_actor']",Acting
Refal Hady,"['is_male', 'is_actor']",Acting
Fumi Nikaido,"['is_female', 'is_actor']",Acting
Belçim Bilgin,"['is_female', 'is_actor']",Acting
Maxence Perrin,"['is_male', 'is_actor']",Acting
Stuart Margolin,"['is_male', 'is_actor']",Acting
Olivia Holt,"['is_female', 'is_actor']",Acting
Sulli,"['is_female', 'is_actor']",Acting
Miki Ito,"['is_female', 'is_actor']",Acting
Max Gail,"['is_male', 'is_actor']",Acting
Shawn Roberts,"['is_male', 'is_actor']",Acting
David Brisbin,"['is_male', 'is_actor']",Acting
Anna Akana,"['is_female', 'is_actor']",Acting
Élodie Hesme,"['is_female', 'is_actor']",Acting
John Barrowman,"['is_male', 'is_actor']",Acting
Patrick Baladi,"['is_male', 'is_actor']",Acting
Bérénice Bejo,"['is_female', 'is_actor']",Acting
Hilarie Burton,"['is_female', 'is_actor']",Acting
Jeffrey Tambor,"['is_male', 'is_actor']",Acting
Ryu Abel,"['is_female', 'is_actor']",Acting
Kim Ju-hun,"['is_male', 'is_actor']",Acting
Nancy Olson,"['is_female', 'is_actor']",Acting
Jessica Lucas,"['is_female', 'is_actor']",Acting
Fiona Palomo,"['is_female', 'is_actor']",Acting
Connie Francis,"['is_female', 'is_actor']",Acting
Daryl Sabara,"['is_male', 'is_actor']",Acting
Joe Adler,"['is_male', 'is_actor']",Acting
Jürgen Prochnow,"['is_male', 'is_actor']",Acting
Aleksandra Ursulyak,"['is_female', 'is_actor']",Acting
Shiori Izawa,"['is_female', 'is_actor']",Acting
Naomi Ozora,"['is_female', 'is_actor']",Acting
Kelley Jakle,"['is_female', 'is_actor']",Acting
Tomokazu Sugita,"['is_male', 'is_actor']",Acting
Nadji Jeter,"['is_male', 'is_actor']",Acting
Johanna Braddy,"['is_female', 'is_actor']",Acting
Michael Malarkey,"['is_male', 'is_actor']",Acting
Ben Feldman,"['is_male', 'is_actor']",Acting
Jacky Cai,"['is_female', 'is_actor']",Acting
Miles Fisher,"['is_male', 'is_actor']",Acting
Conleth Hill,"['is_male', 'is_actor']",Acting
Dimple Hayathi,"['is_female', 'is_actor']",Acting
Brandon Sklenar,"['is_male', 'is_actor']",Acting
Nam Gi-ae,"['is_female', 'is_actor']",Acting
Justin Cooper,"['is_male', 'is_actor']",Acting
Hunter Deno,"['is_female', 'is_actor']",Acting
Ayana Taketatsu,"['is_female', 'is_actor']",Acting
Mike Dopud,"['is_male', 'is_actor']",Acting
David Moscow,"['is_male', 'is_actor']",Acting
Nick Offerman,"['is_male', 'is_actor']",Acting
Frank Gio,"['is_male', 'is_actor']",Acting
John Lee Hancock,"['is_male', 'is_director']",Directing
Terry Chen,"['is_male', 'is_actor']",Acting
Ziad Bakri,"['is_male', 'is_actor']",Acting
Rachel Hilson,"['is_female', 'is_actor']",Acting
Judith Roberts,"['is_female', 'is_actor']",Acting
Andrea Parker,"['is_female', 'is_actor']",Acting
Iván Massagué,"['is_male', 'is_actor']",Acting
Lynda Boyd,"['is_female', 'is_actor']",Acting
Ed Gale,"['is_male', 'is_actor']",Acting
Billy Eichner,"['is_male', 'is_actor']",Acting
James Wilby,"['is_male', 'is_actor']",Acting
Steven Knight,"['is_male', 'is_writer']",Writing
Christian Coulson,"['is_male', 'is_actor']",Acting
Jenna Lind,"['is_female', 'is_actor']",Acting
Ellen Hollman,"['is_female', 'is_actor']",Acting
Mel Blanc,"['is_male', 'is_actor']",Acting
Chen Daoming,"['is_male', 'is_actor']",Acting
Isaak Presley,"['is_male', 'is_actor']",Acting
Josette Simon,"['is_female', 'is_actor']",Acting
Patrick Muldoon,"['is_male', 'is_actor']",Acting
Matt LeBlanc,"['is_male', 'is_actor']",Acting
Clifton James,"['is_male', 'is_actor']",Acting
Patteerat Laemluang,['is_actor'],Acting
Elizabeth Blackmore,"['is_female', 'is_actor']",Acting
Koichi Yamadera,"['is_male', 'is_actor']",Acting
Hong Jong-hyun,"['is_male', 'is_actor']",Acting
Brooke Dillman,"['is_female', 'is_actor']",Acting
Mary Beth Hurt,"['is_female', 'is_actor']",Acting
Aoba Kawai,"['is_female', 'is_actor']",Acting
Bobbie Phillips,"['is_female', 'is_actor']",Acting
Edie McClurg,"['is_female', 'is_writer']",Writing
William Mapother,"['is_male', 'is_actor']",Acting
Xiao Yan,"['is_female', 'is_actor']",Acting
Sophie Thatcher,"['is_female', 'is_actor']",Acting
Daveed Diggs,"['is_male', 'is_actor']",Acting
Cha Seung-won,"['is_male', 'is_actor']",Acting
Mitsu Dan,"['is_female', 'is_actor']",Acting
John Cenatiempo,['is_male'],Crew
Rusty Schwimmer,"['is_female', 'is_actor']",Acting
Sundar C,"['is_male', 'is_director']",Directing
Nelson Bonilla,"['is_male', 'is_actor']",Acting
Stan Laurel,"['is_male', 'is_actor']",Acting
Qiao Xin,"['is_female', 'is_actor']",Acting
Zuleyka Silver,"['is_female', 'is_actor']",Acting
Bhumika Chawla,"['is_female', 'is_actor']",Acting
Brad Bird,"['is_male', 'is_director']",Directing
Arienne Mandi,['is_actor'],Acting
Danay García,"['is_female', 'is_actor']",Acting
Ana Capri,"['is_female', 'is_actor']",Acting
C.S. Lee,"['is_male', 'is_actor']",Acting
Charles Fleischer,"['is_male', 'is_actor']",Acting
Sean Penn,"['is_male', 'is_actor']",Acting
Miley Cyrus,"['is_female', 'is_actor']",Acting
Nick Brimble,"['is_male', 'is_actor']",Acting
Chris Bauer,"['is_male', 'is_actor']",Acting
Amrita Acharia,"['is_female', 'is_actor']",Acting
Daniela Bianchi,"['is_female', 'is_actor']",Acting
Félix Lefebvre,"['is_male', 'is_actor']",Acting
Milo Gibson,"['is_male', 'is_actor']",Acting
Kylie Delre,"['is_female', 'is_actor']",Acting
Matt Servitto,"['is_male', 'is_actor']",Acting
Nana Asakawa,"['is_female', 'is_actor']",Acting
Michael Sirow,"['is_male', 'is_actor']",Acting
Patrick Wayne,"['is_male', 'is_actor']",Acting
Ludovica Francesconi,"['is_female', 'is_actor']",Acting
Lee Ki Hyuk,"['is_male', 'is_actor']",Acting
Kate Luyben,"['is_female', 'is_actor']",Acting
Lena Farugia,"['is_female', 'is_actor']",Acting
Chris Webster,"['is_male', 'is_actor']",Acting
Jasmin Gerat,"['is_female', 'is_actor']",Acting
Orlando Jones,"['is_male', 'is_actor']",Acting
Polly Draper,"['is_female', 'is_actor']",Acting
Allison Tolman,"['is_female', 'is_actor']",Acting
Tsugumi Nagasawa,"['is_female', 'is_actor']",Acting
Darren Shahlavi,"['is_male', 'is_actor']",Acting
Kıvanç Tatlıtuğ,"['is_male', 'is_actor']",Acting
Nobunaga Shimazaki,"['is_male', 'is_actor']",Acting
Pola Raksa,"['is_female', 'is_actor']",Acting
Mackenzie Mauzy,"['is_female', 'is_actor']",Acting
Danila Kozlovsky,"['is_male', 'is_actor']",Acting
Catinca Untaru,"['is_female', 'is_actor']",Acting
Huang Xuan,"['is_male', 'is_actor']",Acting
Isao Takahata,"['is_male', 'is_director']",Directing
Gözde Kaya,"['is_female', 'is_actor']",Acting
Paige Hurd,"['is_female', 'is_actor']",Acting
Sherry Stringfield,"['is_female', 'is_actor']",Acting
Wendy Schaal,"['is_female', 'is_actor']",Acting
Charles Baker,"['is_male', 'is_actor']",Acting
Ra Mi-ran,"['is_female', 'is_actor']",Acting
Alex Ferns,"['is_male', 'is_actor']",Acting
Mary Kay Place,"['is_female', 'is_actor']",Acting
Fernanda Dorogi,"['is_female', 'is_actor']",Acting
Sebastian Dela,"['is_male', 'is_actor']",Acting
Aoi Yoshikura,"['is_female', 'is_actor']",Acting
Frank Oz,"['is_male', 'is_actor']",Acting
Laura Alexandra Ramos,['is_actor'],Acting
Xia Yu,"['is_male', 'is_actor']",Acting
Kim Ha-neul,"['is_female', 'is_actor']",Acting
Yusuf Akgün,['is_actor'],Acting
Corey Yuen,"['is_male', 'is_actor']",Acting
Shari Sebbens,"['is_female', 'is_actor']",Acting
Belén Fabra,"['is_female', 'is_actor']",Acting
Anthony Stewart Head,"['is_male', 'is_actor']",Acting
Shay Mitchell,"['is_female', 'is_actor']",Acting
Joanna Going,"['is_female', 'is_actor']",Acting
Navi Rawat,"['is_female', 'is_actor']",Acting
Nancy Fish,"['is_female', 'is_actor']",Acting
Denise Dowse,"['is_female', 'is_actor']",Acting
Lola Naymark,"['is_female', 'is_actor']",Acting
Wolfgang Petersen,"['is_male', 'is_director']",Directing
Bae Sung-woo,"['is_male', 'is_actor']",Acting
Yu Rongguang,"['is_male', 'is_actor']",Acting
Aml Ameen,"['is_male', 'is_actor']",Acting
Mamie Gummer,"['is_female', 'is_actor']",Acting
Michael D. Arenz,['is_actor'],Acting
Cavan Clerkin,"['is_male', 'is_actor']",Acting
Nina Foch,"['is_female', 'is_actor']",Acting
Zita Görög,"['is_female', 'is_actor']",Acting
Lane Garrison,"['is_male', 'is_actor']",Acting
Harriet Andersson,"['is_female', 'is_actor']",Acting
Susan Lynch,"['is_female', 'is_actor']",Acting
Bryce Hodgson,"['is_male', 'is_actor']",Acting
Kang Ye-na,"['is_female', 'is_actor']",Acting
Kisho Taniyama,"['is_male', 'is_actor']",Acting
Deirdre O'Connell,"['is_female', 'is_actor']",Acting
Kathryn Erbe,"['is_female', 'is_actor']",Acting
